Date,Borough,Total Count ,Count (Age group 0 - 4) ,Count (Age group 5 - 17) ,Count (Age group 18 - 64) ,Count (Age group 65+) 
04/04/14,Bronx,99,14,23,53,9
04/04/14,Brooklyn,92,12,22,52,6
04/04/14,Manhattan,71,12,8,44,7
04/04/14,Queens,54,8,14,27,5
04/04/14,Staten Island,5,0,0,3,2
04/04/14,Unknown,8,2,1,3,2
04/05/14,Bronx,82,11,16,47,8
04/05/14,Brooklyn,93,9,22,50,12
04/05/14,Manhattan,75,4,10,51,10
04/05/14,Queens,35,7,7,18,3
04/05/14,Staten Island,4,0,0,4,0
04/05/14,Unknown,9,3,0,6,0
04/06/14,Bronx,90,13,25,41,11
04/06/14,Brooklyn,106,19,33,47,7
04/06/14,Manhattan,55,3,15,33,4
04/06/14,Queens,53,8,18,22,5
04/06/14,Staten Island,7,1,0,5,1
04/06/14,Unknown,10,1,0,8,1
04/07/14,Bronx,135,12,43,64,16
04/07/14,Brooklyn,119,17,27,67,8
04/07/14,Manhattan,103,7,26,59,11
04/07/14,Queens,50,3,18,25,4
04/07/14,Staten Island,4,0,0,2,2
04/07/14,Unknown,8,2,3,3,0
04/08/14,Bronx,97,8,19,55,15
04/08/14,Brooklyn,91,16,29,40,6
04/08/14,Manhattan,73,8,11,41,13
04/08/14,Queens,49,4,10,28,7
04/08/14,Staten Island,8,0,0,4,4
04/08/14,Unknown,10,0,1,7,2
04/09/14,Bronx,119,13,26,63,17
04/09/14,Brooklyn,114,16,26,61,11
04/09/14,Manhattan,78,5,12,52,9
04/09/14,Queens,34,9,4,16,5
04/09/14,Staten Island,11,0,0,9,2
04/09/14,Unknown,11,0,2,9,0
04/10/14,Bronx,86,17,18,42,9
04/10/14,Brooklyn,70,7,14,40,9
04/10/14,Manhattan,81,3,18,47,13
04/10/14,Queens,48,12,7,24,5
04/10/14,Staten Island,5,0,0,4,1
04/10/14,Unknown,11,0,2,8,1
04/11/14,Bronx,72,10,12,40,10
04/11/14,Brooklyn,88,13,22,51,2
04/11/14,Manhattan,59,9,10,35,5
04/11/14,Queens,33,4,8,18,3
04/11/14,Staten Island,1,0,0,1,0
04/11/14,Unknown,10,1,1,6,2
04/12/14,Bronx,94,17,16,54,7
04/12/14,Brooklyn,72,6,20,42,4
04/12/14,Manhattan,56,6,7,35,8
04/12/14,Queens,29,2,8,17,2
04/12/14,Staten Island,9,0,2,4,3
04/12/14,Unknown,11,0,3,8,0
04/13/14,Bronx,84,12,21,46,5
04/13/14,Brooklyn,81,8,17,53,3
04/13/14,Manhattan,59,3,10,37,9
04/13/14,Queens,43,7,8,22,6
04/13/14,Staten Island,4,0,0,3,1
04/13/14,Unknown,18,2,6,7,3
04/14/14,Bronx,102,17,16,60,9
04/14/14,Brooklyn,86,10,14,50,12
04/14/14,Manhattan,63,8,14,34,7
04/14/14,Queens,40,5,7,26,2
04/14/14,Staten Island,9,0,0,7,2
04/14/14,Unknown,11,0,1,10,0
04/15/14,Bronx,78,13,9,48,8
04/15/14,Brooklyn,76,15,11,45,5
04/15/14,Manhattan,82,7,12,55,8
04/15/14,Queens,46,4,5,32,5
04/15/14,Staten Island,8,0,1,4,3
04/15/14,Unknown,15,2,4,8,1
04/16/14,Bronx,70,10,8,43,9
04/16/14,Brooklyn,91,15,13,58,5
04/16/14,Manhattan,49,6,5,35,3
04/16/14,Queens,40,4,6,25,5
04/16/14,Staten Island,9,1,0,7,1
04/16/14,Unknown,5,2,0,2,1
04/17/14,Bronx,86,11,10,54,11
04/17/14,Brooklyn,90,13,13,53,11
04/17/14,Manhattan,59,5,6,39,9
04/17/14,Queens,40,6,6,22,6
04/17/14,Staten Island,5,0,0,4,1
04/17/14,Unknown,11,1,3,6,1
04/18/14,Bronx,87,16,11,49,11
04/18/14,Brooklyn,76,18,12,39,7
04/18/14,Manhattan,62,3,4,47,8
04/18/14,Queens,48,13,6,24,5
04/18/14,Staten Island,3,0,1,1,1
04/18/14,Unknown,11,3,2,6,0
04/19/14,Bronx,78,8,12,47,11
04/19/14,Brooklyn,56,12,12,22,10
04/19/14,Manhattan,53,5,8,34,6
04/19/14,Queens,40,9,7,21,3
04/19/14,Staten Island,5,0,1,4,0
04/19/14,Unknown,11,2,1,7,1
04/20/14,Bronx,86,17,18,41,10
04/20/14,Brooklyn,54,6,11,27,10
04/20/14,Manhattan,66,6,4,48,8
04/20/14,Queens,36,7,10,16,3
04/20/14,Staten Island,6,1,0,2,3
04/20/14,Unknown,12,4,0,6,2
04/21/14,Bronx,89,9,11,60,9
04/21/14,Brooklyn,94,17,17,53,7
04/21/14,Manhattan,64,7,7,44,6
04/21/14,Queens,49,8,8,31,2
04/21/14,Staten Island,10,1,0,7,2
04/21/14,Unknown,8,0,2,6,0
04/22/14,Bronx,77,9,13,43,11
04/22/14,Brooklyn,77,10,11,50,6
04/22/14,Manhattan,45,7,5,26,7
04/22/14,Queens,42,11,4,18,9
04/22/14,Staten Island,4,0,0,1,3
04/22/14,Unknown,8,0,2,6,0
04/23/14,Bronx,85,12,14,44,15
04/23/14,Brooklyn,84,14,10,52,8
04/23/14,Manhattan,64,6,8,34,16
04/23/14,Queens,38,5,4,28,1
04/23/14,Staten Island,6,0,0,4,2
04/23/14,Unknown,6,1,1,1,3
04/24/14,Bronx,73,10,10,44,9
04/24/14,Brooklyn,82,15,15,44,8
04/24/14,Manhattan,66,9,3,46,8
04/24/14,Queens,39,6,5,25,3
04/24/14,Staten Island,4,0,0,3,1
04/24/14,Unknown,6,0,0,2,4
04/25/14,Bronx,85,11,12,52,10
04/25/14,Brooklyn,74,7,6,59,2
04/25/14,Manhattan,81,3,10,59,9
04/25/14,Queens,38,10,4,23,1
04/25/14,Staten Island,5,0,1,2,2
04/25/14,Unknown,5,0,0,4,1
04/26/14,Bronx,63,6,12,41,4
04/26/14,Brooklyn,65,14,9,33,9
04/26/14,Manhattan,48,3,9,28,8
04/26/14,Queens,31,4,1,24,2
04/26/14,Staten Island,7,0,0,6,1
04/26/14,Unknown,6,0,2,3,1
04/27/14,Bronx,78,8,13,49,8
04/27/14,Brooklyn,57,9,13,31,4
04/27/14,Manhattan,46,9,5,24,8
04/27/14,Queens,42,3,10,25,4
04/27/14,Staten Island,3,0,1,2,0
04/27/14,Unknown,8,2,0,5,1
04/28/14,Bronx,101,7,25,58,10
04/28/14,Brooklyn,67,11,12,40,4
04/28/14,Manhattan,65,6,9,42,8
04/28/14,Queens,35,4,3,26,2
04/28/14,Staten Island,10,1,1,5,3
04/28/14,Unknown,6,1,1,3,1
04/29/14,Bronx,97,12,19,57,9
04/29/14,Brooklyn,63,10,19,28,6
04/29/14,Manhattan,70,4,12,47,7
04/29/14,Queens,40,3,9,25,3
04/29/14,Staten Island,4,0,1,3,0
04/29/14,Unknown,8,1,2,5,0
04/30/14,Bronx,65,9,8,39,9
04/30/14,Brooklyn,57,8,6,39,4
04/30/14,Manhattan,61,4,8,46,3
04/30/14,Queens,24,5,5,10,4
04/30/14,Staten Island,6,0,0,5,1
04/30/14,Unknown,4,0,1,2,1
05/01/14,Bronx,82,12,15,50,5
05/01/14,Brooklyn,64,6,10,42,6
05/01/14,Manhattan,64,5,9,41,9
05/01/14,Queens,38,5,7,23,3
05/01/14,Staten Island,13,0,3,7,3
05/01/14,Unknown,11,2,1,6,2
05/02/14,Bronx,76,11,18,40,7
05/02/14,Brooklyn,75,9,16,45,5
05/02/14,Manhattan,53,8,12,32,1
05/02/14,Queens,26,4,8,10,4
05/02/14,Staten Island,4,2,0,2,0
05/02/14,Unknown,7,0,0,7,0
05/03/14,Bronx,71,6,14,40,11
05/03/14,Brooklyn,80,12,11,55,2
05/03/14,Manhattan,46,5,3,29,9
05/03/14,Queens,35,6,12,14,3
05/03/14,Staten Island,10,1,2,7,0
05/03/14,Unknown,9,1,1,4,3
05/04/14,Bronx,73,9,14,45,5
05/04/14,Brooklyn,76,21,19,31,5
05/04/14,Manhattan,75,13,14,40,8
05/04/14,Queens,47,12,10,24,1
05/04/14,Staten Island,6,2,0,4,0
05/04/14,Unknown,12,2,1,8,1
05/05/14,Bronx,147,24,36,79,8
05/05/14,Brooklyn,110,20,36,48,6
05/05/14,Manhattan,80,12,14,44,10
05/05/14,Queens,48,5,10,32,1
05/05/14,Staten Island,13,3,2,8,0
05/05/14,Unknown,12,1,2,8,1
05/06/14,Bronx,119,12,43,59,5
05/06/14,Brooklyn,105,14,35,52,4
05/06/14,Manhattan,97,7,34,46,10
05/06/14,Queens,54,6,16,28,4
05/06/14,Staten Island,8,1,2,5,0
05/06/14,Unknown,19,3,5,10,1
05/07/14,Bronx,151,15,43,83,10
05/07/14,Brooklyn,138,15,53,65,5
05/07/14,Manhattan,100,12,32,49,7
05/07/14,Queens,68,13,23,28,4
05/07/14,Staten Island,7,0,2,4,1
05/07/14,Unknown,15,0,3,11,1
05/08/14,Bronx,123,10,42,63,8
05/08/14,Brooklyn,130,19,41,64,6
05/08/14,Manhattan,93,6,31,49,7
05/08/14,Queens,64,6,21,32,4
05/08/14,Staten Island,10,1,1,6,2
05/08/14,Unknown,15,3,3,8,1
05/09/14,Bronx,102,16,26,52,7
05/09/14,Brooklyn,88,12,24,43,8
05/09/14,Manhattan,70,6,19,34,11
05/09/14,Queens,60,12,10,30,7
05/09/14,Staten Island,4,0,1,2,1
05/09/14,Unknown,14,2,2,9,1
05/10/14,Bronx,77,18,23,29,7
05/10/14,Brooklyn,77,13,28,33,3
05/10/14,Manhattan,71,8,11,43,9
05/10/14,Queens,33,7,9,13,4
05/10/14,Staten Island,9,2,2,3,2
05/10/14,Unknown,13,4,2,7,0
05/11/14,Bronx,77,13,23,34,7
05/11/14,Brooklyn,108,16,31,53,8
05/11/14,Manhattan,60,7,15,35,3
05/11/14,Queens,50,11,17,21,1
05/11/14,Staten Island,11,3,1,6,1
05/11/14,Unknown,8,1,2,5,0
05/12/14,Bronx,152,18,43,78,13
05/12/14,Brooklyn,137,17,51,64,5
05/12/14,Manhattan,108,12,32,61,3
05/12/14,Queens,74,11,24,34,5
05/12/14,Staten Island,17,2,3,11,1
05/12/14,Unknown,21,2,5,11,3
05/13/14,Bronx,158,24,52,72,10
05/13/14,Brooklyn,120,19,40,55,6
05/13/14,Manhattan,95,8,24,59,4
05/13/14,Queens,64,6,22,34,2
05/13/14,Staten Island,13,0,2,8,3
05/13/14,Unknown,12,1,3,7,1
05/14/14,Bronx,159,22,56,68,13
05/14/14,Brooklyn,116,13,39,62,2
05/14/14,Manhattan,85,5,30,42,8
05/14/14,Queens,80,9,30,37,4
05/14/14,Staten Island,16,1,5,6,4
05/14/14,Unknown,18,2,5,9,2
05/15/14,Bronx,147,16,43,80,8
05/15/14,Brooklyn,123,13,45,63,2
05/15/14,Manhattan,78,8,19,45,6
05/15/14,Queens,66,9,21,33,3
05/15/14,Staten Island,9,3,0,4,2
05/15/14,Unknown,12,2,2,8,0
05/16/14,Bronx,102,9,31,52,10
05/16/14,Brooklyn,96,14,34,43,5
05/16/14,Manhattan,61,5,10,41,5
05/16/14,Queens,44,12,14,13,5
05/16/14,Staten Island,9,1,0,8,0
05/16/14,Unknown,11,1,2,7,1
05/17/14,Bronx,97,14,24,54,5
05/17/14,Brooklyn,79,12,18,43,6
05/17/14,Manhattan,76,12,17,37,10
05/17/14,Queens,45,5,17,21,2
05/17/14,Staten Island,9,1,2,5,1
05/17/14,Unknown,8,2,1,3,2
05/18/14,Bronx,102,14,30,57,1
05/18/14,Brooklyn,86,17,21,47,1
05/18/14,Manhattan,66,7,19,35,5
05/18/14,Queens,48,11,15,19,3
05/18/14,Staten Island,8,0,1,7,0
05/18/14,Unknown,7,1,2,3,1
05/19/14,Bronx,120,14,35,63,8
05/19/14,Brooklyn,131,15,37,71,8
05/19/14,Manhattan,98,11,32,50,5
05/19/14,Queens,68,9,21,31,7
05/19/14,Staten Island,12,0,3,8,1
05/19/14,Unknown,17,2,2,12,1
05/20/14,Bronx,103,12,29,49,13
05/20/14,Brooklyn,119,13,31,67,8
05/20/14,Manhattan,87,7,21,52,7
05/20/14,Queens,69,6,12,46,5
05/20/14,Staten Island,10,1,3,5,1
05/20/14,Unknown,6,1,1,3,1
05/21/14,Bronx,102,12,19,61,10
05/21/14,Brooklyn,96,17,29,45,5
05/21/14,Manhattan,56,6,13,35,2
05/21/14,Queens,55,8,17,28,2
05/21/14,Staten Island,12,2,1,7,2
05/21/14,Unknown,8,0,2,6,0
05/22/14,Bronx,97,10,22,58,7
05/22/14,Brooklyn,106,11,25,62,8
05/22/14,Manhattan,68,3,17,42,6
05/22/14,Queens,50,9,9,29,3
05/22/14,Staten Island,7,0,3,3,1
05/22/14,Unknown,12,2,2,6,2
05/23/14,Bronx,95,11,21,54,9
05/23/14,Brooklyn,87,11,17,52,7
05/23/14,Manhattan,56,7,6,35,8
05/23/14,Queens,36,4,8,19,5
05/23/14,Staten Island,6,0,1,4,1
05/23/14,Unknown,4,2,1,1,0
05/24/14,Bronx,87,10,16,57,4
05/24/14,Brooklyn,90,11,18,57,4
05/24/14,Manhattan,48,7,9,26,6
05/24/14,Queens,40,9,5,23,3
05/24/14,Staten Island,10,0,1,4,5
05/24/14,Unknown,15,4,4,6,1
05/25/14,Bronx,86,11,21,48,6
05/25/14,Brooklyn,100,17,25,49,9
05/25/14,Manhattan,63,9,8,37,9
05/25/14,Queens,42,6,13,18,5
05/25/14,Staten Island,9,1,3,3,2
05/25/14,Unknown,15,3,2,8,2
05/26/14,Bronx,109,17,18,66,8
05/26/14,Brooklyn,97,19,20,53,5
05/26/14,Manhattan,62,6,13,38,5
05/26/14,Queens,55,9,12,24,10
05/26/14,Staten Island,4,1,1,2,0
05/26/14,Unknown,11,5,2,3,1
05/27/14,Bronx,103,15,18,59,11
05/27/14,Brooklyn,125,11,36,76,2
05/27/14,Manhattan,87,7,20,50,10
05/27/14,Queens,60,10,16,32,2
05/27/14,Staten Island,10,0,3,4,3
05/27/14,Unknown,6,0,1,4,1
05/28/14,Bronx,106,13,23,62,8
05/28/14,Brooklyn,110,14,21,66,9
05/28/14,Manhattan,93,6,20,58,9
05/28/14,Queens,63,5,13,38,7
05/28/14,Staten Island,7,0,0,4,3
05/28/14,Unknown,9,0,2,7,0
05/29/14,Bronx,89,9,19,54,7
05/29/14,Brooklyn,93,11,20,59,3
05/29/14,Manhattan,82,6,20,48,8
05/29/14,Queens,37,9,5,21,2
05/29/14,Staten Island,8,0,4,1,3
05/29/14,Unknown,18,1,4,10,3
05/30/14,Bronx,86,14,15,47,10
05/30/14,Brooklyn,70,14,10,40,6
05/30/14,Manhattan,47,9,6,25,7
05/30/14,Queens,38,6,9,20,3
05/30/14,Staten Island,6,0,2,3,1
05/30/14,Unknown,12,1,2,9,0
05/31/14,Bronx,80,15,13,45,7
05/31/14,Brooklyn,66,6,12,42,6
05/31/14,Manhattan,67,5,7,46,9
05/31/14,Queens,35,6,8,15,6
05/31/14,Staten Island,5,0,0,4,1
05/31/14,Unknown,10,3,0,5,2
06/01/14,Bronx,94,12,21,57,4
06/01/14,Brooklyn,71,8,15,43,5
06/01/14,Manhattan,50,6,9,34,1
06/01/14,Queens,45,9,2,32,2
06/01/14,Staten Island,6,1,3,2,0
06/01/14,Unknown,6,1,0,3,2
06/02/14,Bronx,108,18,22,57,11
06/02/14,Brooklyn,86,11,15,52,8
06/02/14,Manhattan,66,6,13,45,2
06/02/14,Queens,49,11,9,25,4
06/02/14,Staten Island,4,0,2,2,0
06/02/14,Unknown,7,2,0,4,1
06/03/14,Bronx,79,10,11,50,8
06/03/14,Brooklyn,90,12,22,50,6
06/03/14,Manhattan,45,3,9,30,3
06/03/14,Queens,40,6,6,25,3
06/03/14,Staten Island,8,1,2,5,0
06/03/14,Unknown,11,2,1,7,1
06/04/14,Bronx,92,12,10,63,7
06/04/14,Brooklyn,88,15,21,50,2
06/04/14,Manhattan,61,9,3,44,5
06/04/14,Queens,38,6,6,24,2
06/04/14,Staten Island,7,0,2,4,1
06/04/14,Unknown,11,4,0,7,0
06/05/14,Bronx,93,11,11,57,14
06/05/14,Brooklyn,74,7,12,48,7
06/05/14,Manhattan,65,8,7,35,15
06/05/14,Queens,36,9,7,17,3
06/05/14,Staten Island,10,0,0,9,1
06/05/14,Unknown,4,0,0,3,1
06/06/14,Bronx,86,10,11,50,15
06/06/14,Brooklyn,89,10,10,61,8
06/06/14,Manhattan,61,3,3,49,6
06/06/14,Queens,36,5,2,27,2
06/06/14,Staten Island,4,0,2,2,0
06/06/14,Unknown,14,3,2,8,1
06/07/14,Bronx,75,18,9,42,6
06/07/14,Brooklyn,70,15,5,42,8
06/07/14,Manhattan,53,3,3,37,10
06/07/14,Queens,36,6,9,19,2
06/07/14,Staten Island,2,0,0,1,1
06/07/14,Unknown,5,0,1,4,0
06/08/14,Bronx,68,8,14,40,6
06/08/14,Brooklyn,71,12,11,43,5
06/08/14,Manhattan,53,5,7,36,5
06/08/14,Queens,48,7,10,27,4
06/08/14,Staten Island,14,1,1,9,3
06/08/14,Unknown,8,2,2,4,0
06/09/14,Bronx,87,15,9,55,8
06/09/14,Brooklyn,81,6,11,59,5
06/09/14,Manhattan,47,10,11,20,6
06/09/14,Queens,41,9,8,23,1
06/09/14,Staten Island,10,0,3,5,2
06/09/14,Unknown,12,2,0,7,3
06/10/14,Bronx,76,8,18,44,6
06/10/14,Brooklyn,94,10,20,56,8
06/10/14,Manhattan,52,4,7,33,8
06/10/14,Queens,42,3,12,21,6
06/10/14,Staten Island,6,1,1,4,0
06/10/14,Unknown,10,2,2,3,3
06/11/14,Bronx,64,9,8,41,6
06/11/14,Brooklyn,69,12,12,41,4
06/11/14,Manhattan,43,3,5,30,4
06/11/14,Queens,42,3,8,24,7
06/11/14,Staten Island,9,2,3,3,1
06/11/14,Unknown,5,1,0,4,0
06/12/14,Bronx,87,17,15,44,11
06/12/14,Brooklyn,75,7,13,49,6
06/12/14,Manhattan,48,7,7,31,3
06/12/14,Queens,45,10,8,26,1
06/12/14,Staten Island,6,0,0,4,2
06/12/14,Unknown,12,2,1,8,1
06/14/14,Bronx,62,9,11,34,8
06/14/14,Brooklyn,53,6,12,29,6
06/14/14,Manhattan,27,3,4,17,3
06/14/14,Queens,30,5,6,14,5
06/14/14,Staten Island,8,1,0,7,0
06/14/14,Unknown,11,1,3,7,0
06/15/14,Bronx,50,3,16,28,3
06/15/14,Brooklyn,76,14,10,47,5
06/15/14,Manhattan,42,5,8,24,5
06/15/14,Queens,33,5,8,19,1
06/15/14,Staten Island,5,0,1,2,2
06/15/14,Unknown,5,1,1,3,0
06/16/14,Bronx,75,10,11,44,10
06/16/14,Brooklyn,67,3,13,46,5
06/16/14,Manhattan,56,3,7,42,4
06/16/14,Queens,39,8,4,23,4
06/16/14,Staten Island,7,0,2,5,0
06/16/14,Unknown,15,1,2,11,1
06/17/14,Bronx,67,7,14,38,8
06/17/14,Brooklyn,67,11,6,44,6
06/17/14,Manhattan,45,0,12,29,4
06/17/14,Queens,34,6,6,15,7
06/17/14,Staten Island,10,0,2,6,2
06/17/14,Unknown,6,2,0,4,0
06/18/14,Bronx,51,6,5,31,8
06/18/14,Brooklyn,63,7,12,41,3
06/18/14,Manhattan,53,8,8,30,7
06/18/14,Queens,38,5,3,27,3
06/18/14,Staten Island,4,0,1,3,0
06/18/14,Unknown,5,0,1,3,1
06/19/14,Bronx,65,8,10,39,8
06/19/14,Brooklyn,69,8,15,43,3
06/19/14,Manhattan,48,5,4,33,6
06/19/14,Queens,37,2,1,33,1
06/19/14,Staten Island,9,0,2,5,2
06/19/14,Unknown,0,0,0,0,0
06/20/14,Bronx,60,13,10,32,5
06/20/14,Brooklyn,54,5,8,35,6
06/20/14,Manhattan,44,7,5,25,7
06/20/14,Queens,24,6,3,14,1
06/20/14,Staten Island,4,0,0,4,0
06/20/14,Unknown,10,0,3,5,2
06/21/14,Bronx,53,7,11,28,7
06/21/14,Brooklyn,52,7,3,36,6
06/21/14,Manhattan,46,3,7,31,5
06/21/14,Queens,34,5,6,22,1
06/21/14,Staten Island,4,0,0,4,0
06/21/14,Unknown,10,2,3,5,0
06/22/14,Bronx,55,12,10,29,4
06/22/14,Brooklyn,64,6,15,40,3
06/22/14,Manhattan,29,1,6,20,2
06/22/14,Queens,37,5,5,24,3
06/22/14,Staten Island,6,0,0,2,4
06/22/14,Unknown,7,1,1,3,2
06/23/14,Bronx,69,11,8,42,8
06/23/14,Brooklyn,55,8,6,39,2
06/23/14,Manhattan,41,4,7,30,0
06/23/14,Queens,50,10,11,26,3
06/23/14,Staten Island,5,1,0,4,0
06/23/14,Unknown,11,1,0,9,1
06/24/14,Bronx,52,6,8,31,7
06/24/14,Brooklyn,49,6,7,30,6
06/24/14,Manhattan,35,2,5,25,3
06/24/14,Queens,25,2,6,15,2
06/24/14,Staten Island,7,0,1,5,1
06/24/14,Unknown,14,1,0,12,1
06/25/14,Bronx,58,4,7,41,6
06/25/14,Brooklyn,67,8,12,42,5
06/25/14,Manhattan,29,4,3,19,3
06/25/14,Queens,27,6,9,10,2
06/25/14,Staten Island,6,1,0,4,1
06/25/14,Unknown,5,0,1,4,0
06/26/14,Bronx,46,8,8,25,5
06/26/14,Brooklyn,60,10,4,41,5
06/26/14,Manhattan,44,5,4,29,6
06/26/14,Queens,26,2,4,17,3
06/26/14,Staten Island,6,0,0,4,2
06/26/14,Unknown,10,1,1,8,0
06/27/14,Bronx,56,8,8,34,6
06/27/14,Brooklyn,61,10,7,36,8
06/27/14,Manhattan,55,4,7,37,7
06/27/14,Queens,31,3,4,16,8
06/27/14,Staten Island,2,0,1,1,0
06/27/14,Unknown,1,0,0,1,0
06/28/14,Bronx,48,3,13,28,4
06/28/14,Brooklyn,46,7,3,30,6
06/28/14,Manhattan,37,4,5,26,2
06/28/14,Queens,31,2,4,23,1
06/28/14,Staten Island,5,1,1,3,0
06/28/14,Unknown,9,2,3,4,0
06/29/14,Bronx,60,14,11,28,7
06/29/14,Brooklyn,52,12,6,30,4
06/29/14,Manhattan,44,6,0,33,5
06/29/14,Queens,28,9,6,12,1
06/29/14,Staten Island,3,0,2,1,0
06/29/14,Unknown,8,1,2,5,0
06/30/14,Bronx,81,8,10,55,8
06/30/14,Brooklyn,66,8,4,52,2
06/30/14,Manhattan,63,5,2,46,10
06/30/14,Queens,39,6,4,26,2
06/30/14,Staten Island,10,1,1,6,2
06/30/14,Unknown,4,1,2,1,0
07/01/14,Bronx,65,6,11,43,5
07/01/14,Brooklyn,35,3,3,28,1
07/01/14,Manhattan,49,4,2,34,9
07/01/14,Queens,31,4,5,20,2
07/01/14,Staten Island,3,0,0,3,0
07/01/14,Unknown,10,2,0,5,3
07/02/14,Bronx,51,6,7,33,5
07/02/14,Brooklyn,43,4,4,33,2
07/02/14,Manhattan,48,3,7,35,3
07/02/14,Queens,29,3,1,22,3
07/02/14,Staten Island,5,0,0,4,1
07/02/14,Unknown,7,1,0,6,0
07/03/14,Bronx,65,8,7,44,6
07/03/14,Brooklyn,58,9,6,37,6
07/03/14,Manhattan,66,4,7,44,11
07/03/14,Queens,24,4,4,13,3
07/03/14,Staten Island,3,0,1,0,2
07/03/14,Unknown,6,1,0,5,0
07/04/14,Bronx,50,9,6,30,5
07/04/14,Brooklyn,35,6,5,19,5
07/04/14,Manhattan,41,0,4,29,8
07/04/14,Queens,31,3,9,18,1
07/04/14,Staten Island,9,1,1,6,1
07/04/14,Unknown,8,0,2,5,1
07/05/14,Bronx,74,10,7,51,6
07/05/14,Brooklyn,41,4,5,28,4
07/05/14,Manhattan,50,3,2,39,6
07/05/14,Queens,26,7,6,9,4
07/05/14,Staten Island,7,0,0,5,2
07/05/14,Unknown,12,2,2,7,1
07/06/14,Bronx,62,3,13,38,8
07/06/14,Brooklyn,50,9,9,32,0
07/06/14,Manhattan,60,5,3,48,4
07/06/14,Queens,32,3,5,21,3
07/06/14,Staten Island,6,0,0,5,1
07/06/14,Unknown,15,2,4,5,4
07/07/14,Bronx,89,10,5,67,7
07/07/14,Brooklyn,54,7,7,32,8
07/07/14,Manhattan,57,5,4,41,7
07/07/14,Queens,25,4,2,16,3
07/07/14,Staten Island,6,0,1,3,2
07/07/14,Unknown,15,2,2,8,3
07/08/14,Bronx,70,7,5,50,8
07/08/14,Brooklyn,49,5,4,36,4
07/08/14,Manhattan,61,2,2,47,10
07/08/14,Queens,33,5,5,20,3
07/08/14,Staten Island,8,2,0,4,2
07/08/14,Unknown,12,0,1,8,3
07/09/14,Bronx,48,7,7,26,8
07/09/14,Brooklyn,68,4,6,48,10
07/09/14,Manhattan,49,5,3,34,7
07/09/14,Queens,29,8,1,18,2
07/09/14,Staten Island,10,0,0,8,2
07/09/14,Unknown,8,2,2,4,0
07/10/14,Bronx,46,2,7,32,5
07/10/14,Brooklyn,55,5,4,40,6
07/10/14,Manhattan,59,3,2,45,9
07/10/14,Queens,26,6,3,13,4
07/10/14,Staten Island,5,0,0,4,1
07/10/14,Unknown,7,1,0,5,1
07/11/14,Bronx,73,6,10,53,4
07/11/14,Brooklyn,46,5,4,30,7
07/11/14,Manhattan,53,5,4,34,10
07/11/14,Queens,22,5,1,16,0
07/11/14,Staten Island,2,1,0,0,1
07/11/14,Unknown,5,0,0,4,1
07/12/14,Bronx,45,4,6,31,4
07/12/14,Brooklyn,35,4,6,23,2
07/12/14,Manhattan,50,3,3,37,7
07/12/14,Queens,24,2,2,18,2
07/12/14,Staten Island,5,0,0,3,2
07/12/14,Unknown,8,2,2,4,0
07/13/14,Bronx,59,9,6,37,7
07/13/14,Brooklyn,56,11,6,35,4
07/13/14,Manhattan,36,2,5,26,3
07/13/14,Queens,29,0,6,16,7
07/13/14,Staten Island,4,0,0,3,1
07/13/14,Unknown,5,0,0,3,2
07/14/14,Bronx,68,5,10,46,7
07/14/14,Brooklyn,54,2,9,39,4
07/14/14,Manhattan,71,3,8,53,7
07/14/14,Queens,24,3,2,17,2
07/14/14,Staten Island,10,2,1,6,1
07/14/14,Unknown,6,0,1,4,1
07/15/14,Bronx,48,3,4,39,2
07/15/14,Brooklyn,45,5,2,36,2
07/15/14,Manhattan,41,2,6,29,4
07/15/14,Queens,30,3,2,21,4
07/15/14,Staten Island,11,0,0,10,1
07/15/14,Unknown,6,0,1,5,0
07/16/14,Bronx,71,6,9,45,11
07/16/14,Brooklyn,52,7,5,38,2
07/16/14,Manhattan,61,8,3,44,6
07/16/14,Queens,24,3,6,14,1
07/16/14,Staten Island,2,0,0,0,2
07/16/14,Unknown,14,3,1,8,2
07/17/14,Bronx,59,5,3,48,3
07/17/14,Brooklyn,57,5,12,37,3
07/17/14,Manhattan,73,3,7,49,14
07/17/14,Queens,29,2,6,17,4
07/17/14,Staten Island,2,0,0,2,0
07/17/14,Unknown,4,0,1,3,0
07/18/14,Bronx,44,11,5,25,3
07/18/14,Brooklyn,42,4,4,31,3
07/18/14,Manhattan,54,3,3,42,6
07/18/14,Queens,30,7,1,22,0
07/18/14,Staten Island,4,0,0,1,3
07/18/14,Unknown,8,0,1,6,1
07/19/14,Bronx,55,7,3,41,4
07/19/14,Brooklyn,50,4,5,34,7
07/19/14,Manhattan,34,2,1,25,6
07/19/14,Queens,20,3,2,13,2
07/19/14,Staten Island,5,0,0,4,1
07/19/14,Unknown,6,0,0,6,0
07/20/14,Bronx,49,6,9,33,1
07/20/14,Brooklyn,47,3,6,33,5
07/20/14,Manhattan,42,5,2,31,4
07/20/14,Queens,21,1,3,14,3
07/20/14,Staten Island,6,0,0,5,1
07/20/14,Unknown,5,2,2,1,0
07/21/14,Bronx,77,14,10,46,7
07/21/14,Brooklyn,62,10,6,44,2
07/21/14,Manhattan,56,5,7,35,9
07/21/14,Queens,31,3,5,21,2
07/21/14,Staten Island,8,0,1,7,0
